CMIP6 Compund Name       CF Standard Name                                                                                                              Physical Parameter Title                                                                                                                             Description
Omon.soSouth30           sea_water_salinity                                                                                                            so                 Sea Water Salinity                                                                                                                Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.sob                 sea_water_salinity_at_sea_floor                                                                                               sob                Sea Water Salinity at Sea Floor                                                                                                   Model prognostic salinity at bottom-most model grid cell
Omon.soga                sea_water_salinity                                                                                                            soga               Global Mean Sea Water Salinity                                                                                                    Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.sos                 sea_surface_salinity                                                                                                          sos                Sea Surface Salinity                                                                                                              Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.sosga               sea_surface_salinity                                                                                                          sosga              Global Average Sea Surface Salinity                                                                                               Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.sosgaSouth30        sea_surface_salinity                                                                                                          sosga              Global Average Sea Surface Salinity                                                                                               Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.sossq               square_of_sea_surface_salinity                                                                                                sossq              Square of Sea Surface Salinity                                                                                                    Sea water salinity is the salt content of sea water, often on the Practical Salinity Scale of 1978. However, the unqualified term 'salinity' is generic and does not necessarily imply any particular method of calculation. The units of salinity are dimensionless and the units attribute should normally be given as 1e-3 or 0.001 i.e. parts per thousand.
Omon.spco2               surface_partial_pressure_of_carbon_dioxide_in_sea_water                                                                       spco2              Surface Aqueous Partial Pressure of CO2                                                                                           The surface called "surface" means the lower boundary of the atmosphere. The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium. The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume. The chemical formula for carbon dioxide is CO2.
Omon.spco2South30        surface_partial_pressure_of_carbon_dioxide_in_sea_water                                                                       spco2              Surface Aqueous Partial Pressure of CO2                                                                                           The surface called "surface" means the lower boundary of the atmosphere. The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium. The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume. The chemical formula for carbon dioxide is CO2.
Omon.swh                 sea_surface_wave_significant_height                                                                                           swh                Total Significant Wave Height                                                                                                     Average height of the highest one-third of waves present in the sea state, incorporating both wind-sea and swell waves. This is a key parameter for describing wave energy and is derived from the wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the two-dimensional wave spectrum.
Omon.swhmax              sea_surface_wave_significant_height                                                                                           swhmax             Maximum Significant Wave Height                                                                                                   Highest value of the significant wave height simulated within a given time range (e.g., daily or monthly). The significant wave height (swh) is derived from the wave spectrum using spectral moments. Specifically, swh is four times the square root of the integral over all directions and all frequencies of the two-dimensional wave spectrum.
Omon.swhswell            sea_surface_swell_wave_significant_height                                                                                     swhswell           Swell Significant Wave Height                                                                                                     Average height of the highest one-third of waves present in the sea state, incorporating just swell waves (i.e., waves that have propagated away from their generation area). This parameter is derived from all swell partitions of the wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the components of the two-dimensional wave spectrum that are not under the influence of local wind.
Omon.swhwindsea          sea_surface_wind_wave_significant_height                                                                                      swhwindsea         Wind Sea Significant Wave Height                                                                                                  Average height of the highest one-third of waves present in the sea state, incorporating just wind-sea waves (i.e., local wind waves). It is derived from the wind-sea wave spectrum using spectral moments. Specifically, this parameter is four times the square root of the integral over all directions and all frequencies of the two-dimensional wind-sea wave spectrum.
Omon.talk                sea_water_alkalinity_expressed_as_mole_equivalent                                                                             talk               Total Alkalinity                                                                                                                  total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components)
Omon.tauuo               downward_x_stress_at_sea_water_surface                                                                                        tauuo              Sea Water Surface Downward X Stress                                                                                               This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.
Omon.tauvo               downward_y_stress_at_sea_water_surface                                                                                        tauvo              Sea Water Surface Downward Y Stress                                                                                               This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.
Omon.thetao              sea_water_potential_temperature                                                                                               thetao             Sea Water Potential Temperature                                                                                                   Diagnostic should be contributed even for models using conservative temperature as prognostic field.
Omon.thetaoSouth30       sea_water_potential_temperature                                                                                               thetao             Sea Water Potential Temperature                                                                                                   Diagnostic should be contributed even for models using conservative temperature as prognostic field.
Omon.thetaoga            sea_water_potential_temperature                                                                                               thetaoga           Global Average Sea Water Potential Temperature                                                                                    Diagnostic should be contributed even for models using conservative temperature as prognostic field
Omon.thkcello            cell_thickness                                                                                                                thkcello           Ocean Model Cell Thickness                                                                                                        The time varying thickness of ocean cells. "Thickness" means the vertical extent of a layer. "Cell" refers to a model grid-cell.
Omon.thkcelluo           cell_thickness                                                                                                                thkcelluo          Ocean Model Cell Thickness at u-points                                                                                            The time varying thickness of ocean cells centered at u-points (points for velocity in the x-direction). "Thickness" means the vertical extent of a layer. "Cell" refers to a model grid-cell.
Omon.thkcellvo           cell_thickness                                                                                                                thkcellvo          Ocean Model Cell Thickness at v-points                                                                                            The time varying thickness of ocean cells centered at v-points (points for velocity in the y-direction). "Thickness" means the vertical extent of a layer. "Cell" refers to a model grid-cell.
Omon.tob                 sea_water_potential_temperature_at_sea_floor                                                                                  tob                Sea Water Potential Temperature at Sea Floor                                                                                      Potential temperature at the ocean bottom-most grid cell.
Omon.tos                 sea_surface_temperature                                                                                                       tos                Sea Surface Temperature                                                                                                           This may differ from "surface temperature" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.
Omon.tosSouth30          sea_surface_temperature                                                                                                       tos                Sea Surface Temperature                                                                                                           This may differ from "surface temperature" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.
Omon.tosga               sea_surface_temperature                                                                                                       tosga              Global Average Sea Surface Temperature                                                                                            This may differ from "surface temperature" in regions of sea ice or floating ice shelves. For models using conservative temperature as the prognostic field, they should report the top ocean layer as surface potential temperature, which is the same as surface in situ temperature.
Omon.tossq               square_of_sea_surface_temperature                                                                                             tossq              Square of Sea Surface Temperature                                                                                                 Square of temperature of liquid ocean, averaged over the day.
Omon.umo                 ocean_mass_x_transport                                                                                                        umo                Ocean Mass X Transport                                                                                                            X-ward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.umoSouth30          ocean_mass_x_transport                                                                                                        umo                Ocean Mass X Transport                                                                                                            X-ward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.uo                  sea_water_x_velocity                                                                                                          uo                 Sea Water X Velocity                                                                                                              Prognostic x-ward velocity component resolved by the model.
Omon.uoSouth30           sea_water_x_velocity                                                                                                          uo                 Sea Water X Velocity                                                                                                              Prognostic x-ward velocity component resolved by the model.
Omon.vmo                 ocean_mass_y_transport                                                                                                        vmo                Ocean Mass Y Transport                                                                                                            Y-ward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.vmoSouth30          ocean_mass_y_transport                                                                                                        vmo                Ocean Mass Y Transport                                                                                                            Y-ward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.vo                  sea_water_y_velocity                                                                                                          vo                 Sea Water Y Velocity                                                                                                              Prognostic y-ward velocity component resolved by the model.
Omon.voSouth30           sea_water_y_velocity                                                                                                          vo                 Sea Water Y Velocity                                                                                                              Prognostic y-ward velocity component resolved by the model.
Omon.volcello            ocean_volume                                                                                                                  volcello           Ocean Grid-Cell Volume                                                                                                            For oceans with more than 1 mesh (e.g. staggered grids), report areas that apply to surface vertical fluxes of energy. If this field is time-dependent then save it instead as one of your Omon and Odec fields
Omon.volo                sea_water_volume                                                                                                              volo               Sea Water Volume                                                                                                                  Total volume of liquid sea water.
Omon.vsf                 virtual_salt_flux_into_sea_water                                                                                              vsf                Virtual Salt Flux into Sea Water                                                                                                  It is set to zero in models which receive a real water flux.
Omon.vsfcorr             virtual_salt_flux_correction                                                                                                  vsfcorr            Virtual Salt Flux Correction                                                                                                      It is set to zero in models which receive a real water flux.
Omon.vsfevap             virtual_salt_flux_into_sea_water_due_to_evaporation                                                                           vsfevap            Virtual Salt Flux into Sea Water Due to Evaporation                                                                               zero for models using real water fluxes.
Omon.vsfpr               virtual_salt_flux_into_sea_water_due_to_rainfall                                                                              vsfpr              Virtual Salt Flux into Sea Water Due to Rainfall                                                                                  zero for models using real water fluxes.
Omon.vsfriver            virtual_salt_flux_into_sea_water_from_rivers                                                                                  vsfriver           Virtual Salt Flux into Sea Water from Rivers                                                                                      zero for models using real water fluxes.
Omon.vsfsit              virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics                                                                vsfsit             Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics                                                                    This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.
Omon.wdir                sea_surface_wave_from_direction                                                                                               wdir               Total Wave Direction                                                                                                              Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.
Omon.wdirswell           sea_surface_swell_wave_from_direction                                                                                         wdirswell          Swell Wave Direction                                                                                                              Mean direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area). This variable is usually expressed in degrees relative to true north.
Omon.wdirwindsea         sea_surface_wind_wave_from_direction                                                                                          wdirwindsea        Sea Wave Direction                                                                                                                Mean direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves). This variable is usually expressed in degrees relative to true north.
Omon.wfcorr              water_flux_correction                                                                                                         wfcorr             Water Flux Correction                                                                                                             Computed as the water flux into the ocean due to flux correction divided by the area of the ocean portion of the grid cell.
Omon.wfo                 water_flux_into_sea_water                                                                                                     wfo                Water Flux into Sea Water                                                                                                         Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum \*wfonocorr\* and \*wfcorr\*.
Omon.wmo                 upward_ocean_mass_transport                                                                                                   wmo                Upward Ocean Mass Transport                                                                                                       Upward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.wmoSouth30          upward_ocean_mass_transport                                                                                                   wmo                Upward Ocean Mass Transport                                                                                                       Upward mass transport from residual mean (resolved plus parameterized) advective transport.
Omon.wo                  upward_sea_water_velocity                                                                                                     wo                 Sea Water Vertical Velocity                                                                                                       Prognostic z-ward velocity component resolved by the model.
Omon.woSouth30           upward_sea_water_velocity                                                                                                     wo                 Sea Water Vertical Velocity                                                                                                       Prognostic z-ward velocity component resolved by the model.
Omon.wpdir               sea_surface_wave_from_direction_at_variance_spectral_density_maximum                                                          wpdir              Total Peak Wave Direction                                                                                                         Direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves, by identifying the direction associated with the peak (maximum) energy density. This variable is usually expressed in degrees relative to true north.
Omon.wpdirswell          sea_surface_swell_wave_from_direction_at_variance_spectral_density_maximum                                                    wpdirswell         Swell Peak Wave Direction                                                                                                         Direction of wave propagation (direction from which the wave is coming) derived from the swell component of the wave energy spectrum (i.e., waves that have propagated away from their generation area), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.
Omon.wpdirwindsea        sea_surface_wind_wave_from_direction_at_variance_spectral_density_maximum                                                     wpdirwindsea       Wind Sea Peak Wave Direction                                                                                                      Direction of wave propagation (direction from which the wave is coming) derived from the wind-sea component of the wave energy spectrum (i.e., local wind waves), by identifying the direction associated with the peak (maximum) energy density. This variable is typically expressed in degrees relative to true north.
Omon.wpp                 sea_surface_wave_period_at_variance_spectral_density_maximum                                                                  wpp                Total Wave Peak Period                                                                                                            Wave period associated with the most energetic waves in total wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, this represents the spectral peak across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves.
Omon.wppswell            sea_surface_swell_wave_period_at_variance_spectral_density_maximum                                                            wppswell           Swell Wave Peak Period                                                                                                            Wave period associated with the most energetic swell waves (i.e., waves that have propagated away from their generation area). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just swell waves.
Omon.wppwindsea          sea_surface_wind_wave_period_at_variance_spectral_density_maximum                                                             wppwindsea         Wind Sea Wave Peak Period                                                                                                         Wave period associated with the most energetic wind-sea waves (i.e., local wind waves). In spectral wind wave models, this represents the spectral peak across part of the two-dimensional wave spectrum, incorporating just wind-sea waves.
Omon.zmeso               mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water                                                        zmeso              Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water                                                            carbon  concentration from mesozooplankton (20-200 um) component alone
Omon.zmesoos             mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water                                                        zmesoos            Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water                                                    carbon  concentration from mesozooplankton (20-200 um) component alone
Omon.zmicro              mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water                                                       zmicro             Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water                                                           carbon  concentration from the microzooplankton (<20 um) component alone
Omon.zmicroos            mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water                                                       zmicroos           Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water                                                   carbon  concentration from the microzooplankton (<20 um) component alone
Omon.zmisc               mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water                                              zmisc              Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water                                                          carbon from additional zooplankton component concentrations alone (e.g. Micro, meso).  Since the models all have different numbers of components, this variable has been included to provide a check for intercomparison between models since some phytoplankton groups are supersets.
Omon.zmiscos             mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water                                              zmiscos            Surface Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water                                                  carbon from additional zooplankton component concentrations alone (e.g. Micro, meso).  Since the models all have different numbers of components, this variable has been included to provide a check for intercomparison between models since some phytoplankton groups are supersets.
Omon.zooc                mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water                                                            zooc               Zooplankton Carbon Concentration                                                                                                  sum of zooplankton carbon component concentrations
Omon.zoocos              mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water                                                            zoocos             Surface Zooplankton Carbon Concentration                                                                                          sum of zooplankton carbon component concentrations
Omon.zos                 sea_surface_height_above_geoid                                                                                                zos                Sea Surface Height Above Geoid                                                                                                    This is the dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.
Omon.zosSouth30          sea_surface_height_above_geoid                                                                                                zos                Sea Surface Height Above Geoid                                                                                                    This is the dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.
Omon.zossq               square_of_sea_surface_height_above_geoid                                                                                      zossq              Square of Sea Surface Height Above Geoid                                                                                          Surface ocean geoid defines z=0.
Omon.zostoga             global_average_thermosteric_sea_level_change                                                                                  zostoga            Global Average Thermosteric Sea Level Change                                                                                      There is no CMIP6 request for zosga nor zossga.
Oyr.difmxybo             ocean_momentum_xy_biharmonic_diffusivity                                                                                      difmxybo           Ocean Momentum XY Biharmonic Diffusivity                                                                                          Lateral biharmonic viscosity applied to the momentum equations.
Oyr.difmxylo             ocean_momentum_xy_laplacian_diffusivity                                                                                       difmxylo           Ocean Momentum XY Laplacian Diffusivity                                                                                           Lateral Laplacian viscosity applied to the momentum equations.
Oyr.diftrblo             ocean_tracer_laplacian_diffusivity_due_to_parameterized_mesoscale_eddy_advection                                              diftrblo           Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection                                                                 Ocean tracer diffusivity associated with parameterized eddy-induced advective transport. Sometimes this diffusivity is called the "thickness" diffusivity. For CMIP5, this diagnostic was called "ocean tracer bolus laplacian diffusivity".  The CMIP6 name is physically more relevant.
Oyr.diftrelo             ocean_tracer_epineutral_laplacian_diffusivity                                                                                 diftrelo           Ocean Tracer Epineutral Laplacian Diffusivity                                                                                     Ocean tracer diffusivity associated with parameterized eddy-induced diffusive transport oriented along neutral or isopycnal directions. Sometimes this diffusivity is called the neutral diffusivity or isopycnal diffusivity or Redi diffusivity.
Oyr.difvho               ocean_vertical_heat_diffusivity                                                                                               difvho             Ocean Vertical Heat Diffusivity                                                                                                   Vertical/dianeutral diffusivity applied to prognostic temperature field.
Oyr.difvso               ocean_vertical_salt_diffusivity                                                                                               difvso             Ocean Vertical Salt Diffusivity                                                                                                   Vertical/dianeutral diffusivity applied to prognostic salinity field.
Oyr.dispkexyfo           ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction                                                             dispkexyfo         Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction                                                                 Depth integrated impacts on kinetic energy arising from lateral frictional dissipation associated with Laplacian and/or biharmonic viscosity. For CMIP5, this diagnostic was 3d, whereas the CMIP6 depth integrated diagnostic is sufficient for many purposes and reduces archive requirements.
Oyr.ocontempdiff         tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing               ocontempdiff       Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing                   Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use conservative temperature as prognostic field.
Oyr.ocontempmint         integral_wrt_depth_of_product_of_conservative_temperature_and_sea_water_density                                               ocontempmint       Depth Integral of Product of Sea Water Density and Conservative Temperature                                                       Full column sum of density\*cell thickness\*conservative temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.
Oyr.ocontemppadvect      tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection                  ocontemppadvect    Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection                      Tendency of heat content for a grid cell from parameterized eddy advection (all forms of eddy advection). Reported only for models that use conservative temperature as prognostic field.
Oyr.ocontemppmdiff       tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion        ocontemppmdiff     Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion                 Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use conservative temperature as prognostic field.
Oyr.ocontemppsmadvect    tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection     ocontemppsmadvect  Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection              Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use conservative temperature as prognostic field.
Oyr.ocontemprmadvect     tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_residual_mean_advection                       ocontemprmadvect   Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection                           Tendency of heat content for a grid cell from residual mean  (sum of Eulerian mean + parameterized eddy-induced) advection. Reported only for models that use conservative temperature as prognostic field.
Oyr.ocontemptend         tendency_of_sea_water_conservative_temperature_expressed_as_heat_content                                                      ocontemptend       Tendency of Sea Water Conservative Temperature Expressed as Heat Content                                                          Tendency of heat content for a grid cell from all processes. Reported only for models that use conservative temperature as prognostic field.
Oyr.opottempdiff         tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_dianeutral_mixing                  opottempdiff       Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing                      Tendency of heat content for a grid cell from parameterized dianeutral mixing. Reported only for models that use potential temperature as prognostic field.
Oyr.opottempmint         integral_wrt_depth_of_product_of_potential_temperature_and_sea_water_density                                                  opottempmint       Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature                                          Full column sum of density\*cell thickness\*potential temperature. If the model is Boussinesq, then use Boussinesq reference density for the density factor.
Oyr.opottemppadvect      tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection                     opottemppadvect    Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection                         Tendency of heat content for a grid cell from parameterized  eddy advection (all forms of eddy advection). Reported only for models that use potential temperature as prognostic field.
Oyr.opottemppmdiff       tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion           opottemppmdiff     Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion                    Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use potential temperature as prognostic field.
Oyr.opottemppsmadvect    tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection        opottemppsmadvect  Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection                 Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use potential temperature as prognostic field.
Oyr.opottemprmadvect     tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_residual_mean_advection                          opottemprmadvect   Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection                              Tendency of heat content for a grid cell from residual mean (sum of Eulerian mean + parameterized eddy-induced) advection. Reported only for models that use potential temperature as prognostic field.
Oyr.opottemptend         tendency_of_sea_water_potential_temperature_expressed_as_heat_content                                                         opottemptend       Tendency of Sea Water Potential Temperature Expressed as Heat Content                                                             Tendency of heat content for a grid cell from all processes. Reported only for models that use potential temperature as prognostic field.
Oyr.osaltdiff            tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_dianeutral_mixing                               osaltdiff          Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Dianeutral Mixing                                   Tendency of salt content for a grid cell from parameterized dianeutral mixing.
Oyr.osaltpadvect         tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_eddy_advection                                  osaltpadvect       Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Eddy Advection                                      Tendency of salt content for a grid cell from parameterized eddy advection (any form of eddy advection).
Oyr.osaltpmdiff          tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_mesoscale_eddy_diffusion                        osaltpmdiff        Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Mesoscale Diffusion                                 Tendency of salt content for a grid cell from parameterized mesoscale eddy diffusion.
Oyr.osaltpsmadvect       tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_parameterized_submesoscale_eddy_advection                     osaltpsmadvect     Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection                              Tendency of salt content for a grid cell from parameterized submesoscale eddy advection.
Oyr.osaltrmadvect        tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_residual_mean_advection                                       osaltrmadvect      Tendency of Sea Water Salinity Expressed as Salt Content Due to Residual Mean Advection                                           Tendency of salt content for a grid cell from residual mean  (sum of Eulerian mean + parameterized eddy-induced)  advection.
